Material1,Section1,Area1,Orientation1,Material2,Section2,Area2,Orientation2,Angle,W/F/H,Ved,Fed,Output
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,18.0,Y,90.0,1,0.34,0.13,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.13,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.05,1.0
355.0,I,131.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.05,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.04,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.04,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.05,1.0
355.0,I,131.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.05,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.13,1.0
355.0,I,112.0,Z,275.0,H,18.0,Y,90.0,1,0.34,0.13,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.06,1.0
355.0,I,112.0,Z,235.0,I,46.0,Z,180.0,3,1.0,22.55,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,0,0.0,0.28,1.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,122.00538320808347,0,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,37.91,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808347,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,35.73,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,39.81,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808347,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,32.93,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
355.0,I,112.0,Z,235.0,I,46.0,Z,180.0,3,1.0,19.49,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,0,0.0,0.37,1.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,122.00538320808347,0,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,46.0,Z,180.0,3,1.0,21.93,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,0,0.0,0.33,1.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,122.00538320808347,0,0.0,0.22,3.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,37.83,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.07,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808347,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,37.02,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,36.32,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.03,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,235.0,S,15.0,YZ,122.00538320808347,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,37.91,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.04,1.0
235.0,I,76.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
355.0,I,112.0,Z,235.0,I,46.0,Z,180.0,3,1.0,32.33,1.0
235.0,I,46.0,Z,235.0,I,46.0,X,89.99999999999994,0,5.29,0.28,1.0
235.0,I,46.0,Z,275.0,H,11.0,Y,90.0,1,0.0,0.06,1.0
235.0,I,46.0,Z,235.0,S,8.0,XZ,122.00538320808347,0,0.0,0.2,3.0
355.0,I,112.0,Z,235.0,I,46.0,Z,180.0,3,1.0,32.02,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.28,1.0
235.0,I,46.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.33,1.0
355.0,I,112.0,Z,235.0,I,76.0,Z,180.0,3,1.0,39.78,1.0
235.0,I,76.0,Z,275.0,H,11.0,X,90.0,1,0.0,0.37,1.0
235.0,I,76.0,Z,235.0,I,46.0,X,89.99999999999994,1,5.29,0.29,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.51,1.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.98,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,0.65,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,50.30732684933119,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.96,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,0.66,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,50.30732684933119,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.94,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,0.41,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.93,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,0.72,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.51,1.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.0,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.36,1.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,0.0,0.34,3.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.2,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,1.7,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,50.30732684933119,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.15,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,1.65,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,50.30732684933119,1,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.27,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,1.94,3.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.08,1.0
355.0,I,112.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,0.0,1.51,3.0
355.0,I,112.0,Z,235.0,I,46.0,X,89.99999999999994,0,4.57,0.44,1.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,18.0,Y,90.0,1,0.34,0.01,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.36,0.01,1.0
355.0,I,112.0,Z,275.0,H,18.0,Y,90.0,1,0.34,0.01,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.36,0.01,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.35,0.02,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.36,0.01,1.0
355.0,I,112.0,Z,275.0,H,18.0,Y,90.0,1,0.33,0.01,1.0
355.0,I,131.0,Z,275.0,H,18.0,Y,90.0,1,0.36,0.01,1.0
355.0,I,112.0,Z,275.0,H,18.0,Y,90.0,1,0.33,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.36,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.51,1.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,0.0,1.22,3.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.2,1.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.98,1.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.15,1.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.96,1.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,27.0,YZ,50.30732684933119,1,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,27.0,YZ,129.52263127117112,1,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,27.0,YZ,50.30732684933119,1,1.0,1.0,3.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.27,1.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.94,1.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,1.08,1.0
355.0,I,131.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.93,1.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,131.0,Z,235.0,S,15.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,112.0,Z,235.0,I,46.0,X,89.99999999999994,0,4.57,0.44,1.0
355.0,I,112.0,Z,275.0,H,11.0,X,90.0,0,0.22,0.51,1.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,0.0,1.3,3.0
355.0,I,112.0,Z,235.0,S,27.0,XZ,124.99202019855865,0,1.0,1.0,3.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.01,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
355.0,I,112.0,Z,275.0,H,11.0,Y,90.0,1,0.22,0.02,1.0
